,Rank,Country,Population2023,Density(P/Km²),Land Area(Km²),Migrants(net),Fert.Rate,MedianAge,UrbanPop%,WorldShare,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
6407,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kolbermoor,66,Moderate,1,Good,64,Moderate,0,Good,66,Moderate
6408,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Laupheim,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate
6409,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lorrach,62,Moderate,1,Good,53,Moderate,0,Good,62,Moderate
6410,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Saarbrucken,67,Moderate,1,Good,54,Moderate,0,Good,67,Moderate
6411,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Salzwedel,43,Good,1,Good,43,Good,0,Good,24,Good
6412,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Sundern,43,Good,1,Good,37,Good,1,Good,43,Good
6413,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lahstedt,36,Good,1,Good,35,Good,1,Good,36,Good
6414,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Magdeburg,42,Good,1,Good,36,Good,1,Good,42,Good
6415,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Markdorf,49,Good,2,Good,24,Good,7,Good,49,Good
6416,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Marktredwitz,58,Moderate,1,Good,45,Good,1,Good,58,Moderate
6417,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Meerbusch,43,Good,1,Good,31,Good,3,Good,43,Good
6418,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Pirna,78,Moderate,1,Good,35,Good,2,Good,78,Moderate
6419,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ostringen,49,Good,1,Good,43,Good,3,Good,49,Good
6420,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rastede,34,Good,0,Good,34,Good,0,Good,14,Good
6421,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rees,31,Good,1,Good,31,Good,2,Good,25,Good
6422,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Markt Schwaben,68,Moderate,1,Good,65,Moderate,0,Good,68,Moderate
6423,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Neckarsulm,66,Moderate,1,Good,56,Moderate,0,Good,66,Moderate
6424,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rendsburg,45,Good,1,Good,45,Good,0,Good,22,Good
6425,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wilhelmshaven,52,Moderate,1,Good,24,Good,5,Good,52,Moderate
6426,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Walsrode,63,Moderate,1,Good,40,Good,3,Good,63,Moderate
6427,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Halstenbek,33,Good,0,Good,33,Good,1,Good,31,Good
6428,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hessisch Oldendorf,38,Good,0,Good,33,Good,1,Good,38,Good
6429,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Gotha,30,Good,0,Good,30,Good,1,Good,30,Good
6430,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ilmenau,29,Good,0,Good,29,Good,1,Good,28,Good
6431,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kirchlengern,36,Good,0,Good,27,Good,2,Good,36,Good
6432,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Juterbog,30,Good,0,Good,30,Good,1,Good,30,Good
6433,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Abensberg,54,Moderate,1,Good,38,Good,3,Good,54,Moderate
6434,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Freising,51,Moderate,1,Good,43,Good,2,Good,51,Moderate
6435,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Gifhorn,35,Good,0,Good,35,Good,1,Good,28,Good
6436,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Gilching,48,Good,1,Good,42,Good,2,Good,48,Good
6437,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Gladenbach,32,Good,1,Good,32,Good,3,Good,32,Good
6438,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Goslar,38,Good,1,Good,38,Good,1,Good,25,Good
6439,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Freiburg,32,Good,1,Good,30,Good,1,Good,32,Good
6440,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Erkrath,33,Good,1,Good,33,Good,2,Good,30,Good
6441,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Radebeul,50,Good,1,Good,27,Good,4,Good,50,Good
6442,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Raunheim,53,Moderate,1,Good,27,Good,3,Good,53,Moderate
6443,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Schwalmstadt,48,Good,1,Good,25,Good,3,Good,48,Good
6444,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Papenburg,36,Good,0,Good,36,Good,0,Good,34,Good
6445,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Pasewalk,34,Good,0,Good,34,Good,1,Good,32,Good
6446,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Siegen,49,Good,1,Good,26,Good,3,Good,49,Good
6447,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Offenbach,52,Moderate,1,Good,27,Good,3,Good,52,Moderate
6448,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hude,33,Good,1,Good,33,Good,2,Good,26,Good
6449,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lahnstein,52,Moderate,1,Good,24,Good,3,Good,52,Moderate
6450,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Leichlingen,46,Good,1,Good,26,Good,3,Good,46,Good
6451,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Linkenheim Hochstetten,53,Moderate,1,Good,29,Good,3,Good,53,Moderate
6452,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lohne,38,Good,0,Good,34,Good,1,Good,38,Good
6453,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Michelstadt,54,Moderate,1,Good,33,Good,3,Good,54,Moderate
6454,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Nidderau,51,Moderate,1,Good,26,Good,3,Good,51,Moderate
6455,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Tholey,65,Moderate,1,Good,30,Good,5,Good,65,Moderate
6456,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Radevormwald,34,Good,0,Good,24,Good,2,Good,34,Good
6457,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rahden,35,Good,0,Good,27,Good,2,Good,35,Good
6458,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rommerskirchen,30,Good,0,Good,25,Good,2,Good,30,Good
6459,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Salzgitter,37,Good,0,Good,30,Good,1,Good,37,Good
6460,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Grafelfing,63,Moderate,2,Good,27,Good,5,Good,63,Moderate
6461,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hannoversch Munden,63,Moderate,2,Good,25,Good,11,Good,63,Moderate
6462,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hattersheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate
6463,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ettenheim,67,Moderate,1,Good,27,Good,4,Good,67,Moderate
6464,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Fallingbostel,61,Moderate,1,Good,41,Good,2,Good,61,Moderate
6465,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good
6466,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Liebenwerda,32,Good,1,Good,32,Good,2,Good,29,Good
6467,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Munstereifel,31,Good,1,Good,31,Good,3,Good,30,Good
6468,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Schwalbach,34,Good,1,Good,34,Good,2,Good,30,Good
6469,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Schwanewede,31,Good,0,Good,30,Good,1,Good,31,Good
6470,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Krozingen,76,Moderate,2,Good,20,Good,6,Good,76,Moderate
6471,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wassenberg,40,Good,1,Good,26,Good,3,Good,40,Good
6472,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Westerstede,36,Good,0,Good,36,Good,0,Good,34,Good
6473,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wittingen,36,Good,0,Good,34,Good,1,Good,36,Good
6474,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ravensburg,54,Moderate,1,Good,33,Good,3,Good,54,Moderate
6475,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Gorlitz,52,Moderate,1,Good,43,Good,0,Good,52,Moderate
6476,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ueckermunde,40,Good,1,Good,40,Good,0,Good,19,Good
6477,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kassel,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
6478,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kelsterbach,69,Moderate,1,Good,36,Good,3,Good,69,Moderate
6479,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Koblenz,66,Moderate,1,Good,30,Good,5,Good,66,Moderate
6480,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Laatzen,35,Good,0,Good,35,Good,1,Good,28,Good
6481,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Eitorf,34,Good,1,Good,34,Good,2,Good,28,Good
6482,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ahlen,28,Good,0,Good,28,Good,1,Good,26,Good
6483,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good
6484,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bergisch Gladbach,47,Good,1,Good,24,Good,4,Good,47,Good
6485,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bochum,46,Good,1,Good,30,Good,2,Good,46,Good
6486,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Buckeburg,37,Good,0,Good,34,Good,1,Good,37,Good
6487,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Brake,31,Good,0,Good,31,Good,1,Good,31,Good
6488,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Beckingen,28,Good,0,Good,28,Good,2,Good,21,Good
6489,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Quakenbruck,33,Good,1,Good,33,Good,2,Good,25,Good
6490,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Recke,34,Good,1,Good,34,Good,2,Good,25,Good
6491,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rheinau,35,Good,0,Good,35,Good,1,Good,27,Good
6492,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Potsdam,38,Good,1,Good,38,Good,1,Good,26,Good
6493,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Mutterstadt,36,Good,0,Good,36,Good,1,Good,27,Good
6494,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Menden,34,Good,1,Good,34,Good,2,Good,26,Good
6495,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Tostedt,35,Good,1,Good,35,Good,1,Good,25,Good
6496,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Werl,34,Good,1,Good,34,Good,2,Good,26,Good
6497,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wittlich,31,Good,1,Good,31,Good,2,Good,27,Good
6498,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wachtberg,31,Good,1,Good,31,Good,3,Good,29,Good
6499,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wardenburg,33,Good,1,Good,33,Good,2,Good,27,Good
6500,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Warstein,30,Good,1,Good,30,Good,3,Good,29,Good
6501,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ober Ramstadt,63,Moderate,1,Good,41,Good,3,Good,63,Moderate
6502,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Obernkirchen,69,Moderate,1,Good,38,Good,5,Good,69,Moderate
6503,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Goch,38,Good,0,Good,32,Good,2,Good,38,Good
6504,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bietigheim Bissingen,64,Moderate,1,Good,36,Good,2,Good,64,Moderate
6505,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lichtenau,65,Moderate,1,Good,40,Good,4,Good,65,Moderate
6506,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Denkendorf,64,Moderate,1,Good,27,Good,3,Good,64,Moderate
6507,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Diez,51,Moderate,1,Good,26,Good,3,Good,51,Moderate
6508,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Freital,50,Good,1,Good,27,Good,4,Good,50,Good
6509,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Issum,51,Moderate,1,Good,20,Good,8,Good,51,Moderate
6510,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Idar Oberstein,63,Moderate,1,Good,31,Good,4,Good,63,Moderate
6511,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Erkner,31,Good,0,Good,28,Good,2,Good,31,Good
6512,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Russelsheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate
6513,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Neunkirchen,29,Good,0,Good,27,Good,1,Good,29,Good
6514,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Mengen,50,Good,1,Good,24,Good,3,Good,50,Good
6515,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Vilshofen,54,Moderate,1,Good,29,Good,3,Good,54,Moderate
6516,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Taucha,50,Good,1,Good,47,Good,0,Good,50,Good
6517,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Waghausel,64,Moderate,1,Good,60,Moderate,0,Good,64,Moderate
6518,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Schoningen,44,Good,1,Good,44,Good,0,Good,38,Good
6519,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Schwalmtal,52,Moderate,1,Good,39,Good,1,Good,52,Moderate
6520,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Schwerin,42,Good,1,Good,42,Good,0,Good,24,Good
6521,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Schwerte,53,Moderate,1,Good,44,Good,0,Good,53,Moderate
6522,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Herbrechtingen,64,Moderate,1,Good,53,Moderate,0,Good,64,Moderate
6523,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hildesheim,43,Good,1,Good,43,Good,0,Good,37,Good
6524,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kempen,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
6525,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kissing,66,Moderate,1,Good,59,Moderate,0,Good,66,Moderate
6526,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kriftel,63,Moderate,1,Good,63,Moderate,0,Good,59,Moderate
6527,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Mittweida,55,Moderate,1,Good,46,Good,0,Good,55,Moderate
6528,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Neubrandenburg,44,Good,1,Good,44,Good,0,Good,23,Good
6529,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Euskirchen,55,Moderate,1,Good,48,Good,0,Good,55,Moderate
6530,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Freudenberg,53,Moderate,1,Good,47,Good,0,Good,53,Moderate
6531,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Geldern,48,Good,1,Good,37,Good,1,Good,48,Good
6532,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Datteln,52,Moderate,1,Good,42,Good,0,Good,52,Moderate
6533,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ebersberg,68,Moderate,1,Good,67,Moderate,0,Good,68,Moderate
6534,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Buxtehude,45,Good,1,Good,45,Good,0,Good,24,Good
6535,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Rehburg Loccum,43,Good,1,Good,43,Good,0,Good,30,Good
6536,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ottersberg,41,Good,0,Good,41,Good,0,Good,26,Good
6537,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Balve,68,Moderate,1,Good,36,Good,5,Good,68,Moderate
6538,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Boblingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate
6539,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Annaberg Buchholz,66,Moderate,1,Good,39,Good,3,Good,66,Moderate
6540,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Munder,71,Moderate,2,Good,30,Good,7,Good,71,Moderate
6541,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wurselen,55,Moderate,1,Good,42,Good,1,Good,55,Moderate
6542,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Augustdorf,37,Good,1,Good,34,Good,2,Good,37,Good
6543,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Radolfzell,57,Moderate,1,Good,37,Good,2,Good,57,Moderate
6544,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Poing,68,Moderate,1,Good,39,Good,3,Good,68,Moderate
6545,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Friedberg,33,Good,1,Good,32,Good,3,Good,33,Good
6546,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hilchenbach,34,Good,1,Good,34,Good,1,Good,27,Good
6547,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Hunfeld,33,Good,1,Good,33,Good,2,Good,33,Good
6548,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Idstein,34,Good,1,Good,34,Good,2,Good,31,Good
6549,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Moglingen,32,Good,0,Good,32,Good,1,Good,26,Good
6550,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Drolshagen,35,Good,1,Good,35,Good,1,Good,27,Good
6551,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lohfelden,54,Moderate,1,Good,35,Good,2,Good,54,Moderate
6552,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ludwigsfelde,51,Moderate,1,Good,34,Good,2,Good,51,Moderate
6553,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Mainz,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
6554,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Meerane,69,Moderate,1,Good,38,Good,1,Good,69,Moderate
6555,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Osterhofen,54,Moderate,1,Good,47,Good,2,Good,54,Moderate
6556,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Perleberg,34,Good,0,Good,34,Good,1,Good,22,Good
6557,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Nottuln,34,Good,0,Good,34,Good,1,Good,26,Good
6558,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Morlenbach,56,Moderate,1,Good,43,Good,2,Good,56,Moderate
6559,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Neumunster,34,Good,0,Good,34,Good,0,Good,15,Good
6560,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bautzen,73,Moderate,1,Good,40,Good,2,Good,73,Moderate
6561,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Attendorn,69,Moderate,1,Good,36,Good,4,Good,69,Moderate
6562,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Pyrmont,65,Moderate,1,Good,40,Good,5,Good,65,Moderate
6563,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Blumberg,56,Moderate,1,Good,41,Good,1,Good,56,Moderate
6564,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Cottbus,70,Moderate,1,Good,29,Good,4,Good,70,Moderate
6565,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Alfeld,37,Good,1,Good,37,Good,1,Good,36,Good
6566,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Zeitz,53,Moderate,1,Good,48,Good,0,Good,53,Moderate
6567,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Bad Camberg,68,Moderate,1,Good,35,Good,3,Good,68,Moderate
6568,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Eichenau,49,Good,1,Good,42,Good,2,Good,49,Good
6569,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Erfurt,71,Moderate,1,Good,31,Good,3,Good,71,Moderate
6570,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Diedorf,51,Moderate,1,Good,30,Good,5,Good,51,Moderate
6571,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Roding,53,Moderate,1,Good,47,Good,1,Good,53,Moderate
6572,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Preetz,34,Good,0,Good,34,Good,0,Good,15,Good
6573,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Haren,33,Good,0,Good,33,Good,1,Good,14,Good
6574,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Henstedt Ulzburg,33,Good,0,Good,33,Good,1,Good,14,Good
6575,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Gemunden,66,Moderate,1,Good,37,Good,3,Good,66,Moderate
6576,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Korntal Munchingen,52,Moderate,2,Good,28,Good,6,Good,52,Moderate
6577,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Kunzell,66,Moderate,1,Good,41,Good,1,Good,66,Moderate
6578,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lage,35,Good,1,Good,35,Good,1,Good,35,Good
6579,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Langenau,47,Good,1,Good,36,Good,3,Good,47,Good
6580,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lauf,52,Moderate,1,Good,45,Good,2,Good,52,Moderate
6581,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Leutenbach,50,Good,1,Good,38,Good,4,Good,50,Good
6582,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wennigsen,44,Good,1,Good,44,Good,0,Good,32,Good
6583,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wolfenbuttel,44,Good,1,Good,44,Good,0,Good,35,Good
6584,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wald Michelbach,62,Moderate,1,Good,59,Moderate,0,Good,62,Moderate
6585,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Weilerswist,56,Moderate,1,Good,47,Good,0,Good,56,Moderate
6586,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Meckenbeuren,33,Good,1,Good,32,Good,1,Good,33,Good
6587,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Sinzheim,34,Good,0,Good,34,Good,1,Good,27,Good
6588,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Wismar,37,Good,0,Good,37,Good,1,Good,22,Good
6589,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Waldkirch,33,Good,1,Good,26,Good,2,Good,33,Good
6590,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Langenselbold,35,Good,1,Good,35,Good,2,Good,31,Good
6591,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Leer,30,Good,1,Good,30,Good,3,Good,28,Good
6592,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lemgo,37,Good,1,Good,37,Good,1,Good,25,Good
6593,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Lunen,31,Good,1,Good,28,Good,4,Good,31,Good
6594,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Luckenwalde,39,Good,0,Good,32,Good,1,Good,39,Good
6595,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Immenstadt,85,Moderate,1,Good,29,Good,4,Good,85,Moderate
6596,19,Germany,83294633,239,348560,155751,1.5,45.0,77 %,1.04 %,Ratzeburg,33,Good,0,Good,33,Good,1,Good,32,Good
